???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 26?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"50,160.96 kWh",????,"2,994.24 kW",?????,,
1715,649.2,"2,596.80",128.16,0,98.11,100,
1730,618,"2,472.00",112.56,0,98.38,100,
1745,605.28,"2,421.12",111.6,0,98.34,100,
1800,588,"2,352.00",112.8,0,98.21,100,
1815,579.6,"2,318.40",115.68,0,98.07,100,
1830,569.76,"2,279.04",109.2,0,98.21,100,
1845,551.52,"2,206.08",98.64,0,98.44,100,
1900,541.92,"2,167.68",99.36,0,98.36,100,
1915,529.44,"2,117.76",98.88,0,98.3,100,
1930,528.48,"2,113.92",96,0,98.39,100,
1945,523.68,"2,094.72",96.48,0,98.34,100,
2000,529.92,"2,119.68",105.84,0,98.06,100,
2015,522.24,"2,088.96",102.48,0,98.13,100,
2030,510.24,"2,040.96",96.48,0,98.26,100,
2045,503.04,"2,012.16",95.04,0,98.26,100,
2100,507.12,"2,028.48",97.44,0,98.2,100,
2115,486.72,"1,946.88",84.72,0,98.52,100,
2130,485.04,"1,940.16",89.76,0,98.33,100,
2145,474.24,"1,896.96",83.52,0,98.48,100,
2200,462.96,"1,851.84",78.24,0,98.6,100,
2215,448.56,"1,794.24",72.72,0,98.71,100,
2230,418.8,"1,675.20",56.64,0,99.1,100,
2245,408.96,"1,635.84",53.28,0,99.16,100,
2300,406.8,"1,627.20",51.84,0,99.2,100,
2315,408.24,"1,632.96",53.76,0,99.14,100,
2330,409.92,"1,639.68",57.84,0,99.02,100,
2345,385.92,"1,543.68",42,0,99.41,100,
2400,376.32,"1,505.28",37.68,0,99.5,100,
,,,,,,,
???,,,,,,(?),
