???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 27?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"47,245.68 kWh",????,"2,899.20 kW",?????,,
100,318.24,"1,272.96",16.32,0,99.87,100,
115,320.4,"1,281.60",17.28,0,99.85,100,
130,317.52,"1,270.08",18,0,99.84,100,
145,328.08,"1,312.32",26.16,0,99.68,100,
200,335.28,"1,341.12",28.32,0,99.65,100,
215,322.32,"1,289.28",18.48,0,99.84,100,
230,313.68,"1,254.72",16.8,0,99.86,100,
245,319.44,"1,277.76",21.12,0,99.78,100,
300,316.08,"1,264.32",18.96,0,99.82,100,
315,316.56,"1,266.24",20.88,0,99.78,100,
330,315.84,"1,263.36",21.84,0,99.76,100,
345,317.04,"1,268.16",20.64,0,99.79,100,
400,307.2,"1,228.80",17.04,0,99.85,100,
415,313.2,"1,252.80",16.56,0,99.86,100,
430,326.64,"1,306.56",20.64,0,99.8,100,
445,339.6,"1,358.40",22.08,0,99.79,100,
500,340.32,"1,361.28",20.16,0,99.83,100,
515,354.24,"1,416.96",21.84,0,99.81,100,
530,372,"1,488.00",25.44,0,99.77,100,
545,387.12,"1,548.48",27.36,0,99.75,100,
600,395.04,"1,580.16",30.24,0,99.71,100,
615,404.16,"1,616.64",33.12,0,99.67,100,
630,407.28,"1,629.12",33.84,0,99.66,100,
645,424.32,"1,697.28",43.44,0,99.48,100,
700,428.88,"1,715.52",47.76,0,99.39,100,
715,426.72,"1,706.88",46.08,0,99.42,100,
730,434.4,"1,737.60",50.16,0,99.34,100,
745,430.32,"1,721.28",42.72,0,99.51,100,
800,447.84,"1,791.36",46.08,0,99.47,100,
815,489.12,"1,956.48",64.08,0,99.15,100,
830,510.48,"2,041.92",72.96,0,98.99,100,
845,516.48,"2,065.92",74.64,0,98.97,100,
900,519.84,"2,079.36",74.88,0,98.98,100,
915,553.2,"2,212.80",89.76,0,98.71,100,
930,564.96,"2,259.84",90.48,0,98.74,100,
945,560.64,"2,242.56",86.88,0,98.82,100,
1000,573.84,"2,295.36",96.24,0,98.62,100,
1015,578.64,"2,314.56",91.92,0,98.76,100,
1030,584.88,"2,339.52",94.56,0,98.72,100,
1045,581.76,"2,327.04",96.24,0,98.66,100,
1100,642.72,"2,570.88",132.24,0,97.95,100,
1115,708.72,"2,834.88",170.4,0,97.23,100,
1130,724.8,"2,899.20",187.2,0,96.82,100,
1145,714.96,"2,859.84",177.36,0,97.06,100,
1200,697.92,"2,791.68",168,0,97.22,100,
1215,688.08,"2,752.32",157.2,0,97.49,100,
1230,668.4,"2,673.60",147.84,0,97.64,100,
1245,639.36,"2,557.44",140.16,0,97.68,100,
1300,639.6,"2,558.40",147.84,0,97.43,100,
1315,623.52,"2,494.08",140.4,0,97.56,100,
1330,611.76,"2,447.04",130.32,0,97.81,100,
1345,606,"2,424.00",127.44,0,97.86,100,
1400,608.16,"2,432.64",133.68,0,97.67,100,
1415,631.92,"2,527.68",150.72,0,97.27,100,
1430,602.4,"2,409.60",128.88,0,97.79,100,
1445,594.72,"2,378.88",123.36,0,97.92,100,
1500,592.08,"2,368.32",125.52,0,97.83,100,
1515,595.44,"2,381.76",129.36,0,97.72,100,
1530,595.44,"2,381.76",123.84,0,97.9,100,
1545,600,"2,400.00",126,0,97.87,100,
1600,604.56,"2,418.24",140.16,0,97.42,100,
1615,597.84,"2,391.36",133.68,0,97.59,100,
1630,600.96,"2,403.84",130.56,0,97.72,100,
1645,603.6,"2,414.40",130.08,0,97.76,100,
1700,588.48,"2,353.92",129.6,0,97.66,100,
1715,567.12,"2,268.48",121.68,0,97.77,100,
1730,572.64,"2,290.56",127.2,0,97.62,100,
1745,566.88,"2,267.52",123.36,0,97.71,100,
1800,569.28,"2,277.12",123.6,0,97.72,100,
1815,561.6,"2,246.40",115.2,0,97.96,100,
1830,558.72,"2,234.88",110.64,0,98.1,100,
1845,548.4,"2,193.60",107.04,0,98.15,100,
1900,552.24,"2,208.96",113.52,0,97.95,100,
1915,549.6,"2,198.40",118.32,0,97.76,100,
1930,534,"2,136.00",110.4,0,97.93,100,
1945,517.92,"2,071.68",100.32,0,98.18,100,
2000,517.2,"2,068.80",101.04,0,98.14,100,
2015,506.16,"2,024.64",97.92,0,98.18,100,
2030,491.52,"1,966.08",93.36,0,98.24,100,
2045,485.04,"1,940.16",89.76,0,98.33,100,
2100,487.2,"1,948.80",95.52,0,98.13,100,
2115,473.04,"1,892.16",87.36,0,98.34,100,
2130,462,"1,848.00",78.96,0,98.57,100,
2145,464.16,"1,856.64",80.16,0,98.54,100,
2200,463.92,"1,855.68",79.92,0,98.55,100,
2215,462.24,"1,848.96",80.88,0,98.5,100,
2230,455.76,"1,823.04",79.44,0,98.51,100,
2245,458.64,"1,834.56",83.52,0,98.38,100,
2300,451.2,"1,804.80",80.64,0,98.44,100,
2315,448.56,"1,794.24",75.36,0,98.62,100,
2330,437.04,"1,748.16",75.6,0,98.54,100,
2345,437.76,"1,751.04",74.4,0,98.59,100,
2400,436.56,"1,746.24",74.88,0,98.56,100,
,,,,,,,
???,,,,,,(?),
