???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 22?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"49,006.32 kWh",????,"2,918.40 kW",?????,,
1715,681.36,"2,725.44",142.8,0,97.87,100,
1730,656.16,"2,624.64",133.2,0,98,100,
1745,617.04,"2,468.16",120,0,98.16,100,
1800,586.8,"2,347.20",106.56,0,98.39,100,
1815,580.8,"2,323.20",103.44,0,98.45,100,
1830,568.56,"2,274.24",100.8,0,98.46,100,
1845,562.08,"2,248.32",100.08,0,98.45,100,
1900,549.12,"2,196.48",89.52,0,98.7,100,
1915,544.8,"2,179.20",91.44,0,98.62,100,
1930,535.44,"2,141.76",90.48,0,98.6,100,
1945,526.56,"2,106.24",85.68,0,98.7,100,
2000,514.32,"2,057.28",90.24,0,98.5,100,
2015,518.16,"2,072.64",95.04,0,98.36,100,
2030,497.52,"1,990.08",80.64,0,98.71,100,
2045,494.4,"1,977.60",79.2,0,98.74,100,
2100,491.04,"1,964.16",77.52,0,98.78,100,
2115,485.04,"1,940.16",76.8,0,98.77,100,
2130,476.64,"1,906.56",75.84,0,98.76,100,
2145,490.32,"1,961.28",80.4,0,98.68,100,
2200,486.48,"1,945.92",80.64,0,98.65,100,
2215,474,"1,896.00",78.72,0,98.65,100,
2230,448.56,"1,794.24",67.92,0,98.87,100,
2245,408.48,"1,633.92",47.28,0,99.34,100,
2300,409.44,"1,637.76",51.36,0,99.22,100,
2315,403.44,"1,613.76",48.96,0,99.27,100,
2330,407.04,"1,628.16",55.92,0,99.07,100,
2345,379.44,"1,517.76",41.52,0,99.41,100,
2400,337.92,"1,351.68",22.08,0,99.79,100,
,,,,,,,
???,,,,,,(?),
