???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 19?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"48,491.28 kWh",????,"2,952.96 kW",?????,,
645,403.44,"1,613.76",21.12,0,99.86,100,
700,418.8,"1,675.20",36,0,99.63,100,
715,421.92,"1,687.68",35.04,0,99.66,100,
730,449.04,"1,796.16",43.2,0,99.54,100,
745,481.68,"1,926.72",58.56,0,99.27,100,
800,508.32,"2,033.28",68.88,0,99.09,100,
815,522.24,"2,088.96",68.88,0,99.14,100,
830,543.84,"2,175.36",71.52,0,99.15,100,
845,551.52,"2,206.08",74.16,0,99.11,100,
900,552.24,"2,208.96",75.6,0,99.08,100,
915,560.88,"2,243.52",74.4,0,99.13,100,
930,593.76,"2,375.04",88.08,0,98.92,100,
945,582,"2,328.00",80.4,0,99.06,100,
1000,585.6,"2,342.40",75.84,0,99.17,100,
1015,655.68,"2,622.72",108.72,0,98.65,100,
1030,718.08,"2,872.32",143.28,0,98.07,100,
1045,737.76,"2,951.04",155.28,0,97.86,100,
1100,735.84,"2,943.36",152.16,0,97.93,100,
1115,721.68,"2,886.72",150.72,0,97.89,100,
1130,728.88,"2,915.52",153.6,0,97.85,100,
1145,738.24,"2,952.96",161.52,0,97.69,100,
1200,732.96,"2,931.84",162.24,0,97.64,100,
1215,721.2,"2,884.80",156,0,97.74,100,
1230,711.12,"2,844.48",142.8,0,98.04,100,
1245,701.52,"2,806.08",141.84,0,98.02,100,
1300,705.84,"2,823.36",144.72,0,97.96,100,
1315,702.24,"2,808.96",145.44,0,97.92,100,
1330,710.88,"2,843.52",149.52,0,97.86,100,
1345,715.2,"2,860.80",147.36,0,97.94,100,
1400,715.92,"2,863.68",144.96,0,98.01,100,
1415,724.32,"2,897.28",152.16,0,97.86,100,
1430,723.36,"2,893.44",151.44,0,97.88,100,
1445,707.04,"2,828.16",143.04,0,98.01,100,
1500,701.52,"2,806.08",142.08,0,98.01,100,
1515,696.72,"2,786.88",143.04,0,97.96,100,
1530,687.12,"2,748.48",142.32,0,97.92,100,
1545,688.8,"2,755.20",143.04,0,97.91,100,
1600,676.8,"2,707.20",133.2,0,98.12,100,
1615,685.68,"2,742.72",137.04,0,98.06,100,
1630,675.6,"2,702.40",136.32,0,98.02,100,
1645,669.84,"2,679.36",132.96,0,98.09,100,
1700,673.44,"2,693.76",139.2,0,97.93,100,
1715,664.32,"2,657.28",135.36,0,97.99,100,
1730,654.24,"2,616.96",134.4,0,97.95,100,
1745,626.4,"2,505.60",131.52,0,97.87,100,
1800,598.08,"2,392.32",118.08,0,98.11,100,
1815,555.6,"2,222.40",99.36,0,98.44,100,
1830,544.8,"2,179.20",97.44,0,98.44,100,
1845,523.92,"2,095.68",87.36,0,98.64,100,
1900,522.24,"2,088.96",85.44,0,98.69,100,
1915,514.08,"2,056.32",86.88,0,98.6,100,
1930,511.2,"2,044.80",89.04,0,98.52,100,
1945,504.48,"2,017.92",86.16,0,98.57,100,
2000,511.2,"2,044.80",89.76,0,98.49,100,
2015,493.2,"1,972.80",79.44,0,98.73,100,
2030,481.2,"1,924.80",76.08,0,98.77,100,
2045,481.68,"1,926.72",73.92,0,98.84,100,
2100,475.2,"1,900.80",77.28,0,98.7,100,
2115,473.52,"1,894.08",81.36,0,98.56,100,
2130,455.28,"1,821.12",69.6,0,98.85,100,
2145,447.6,"1,790.40",66,0,98.93,100,
2200,420.48,"1,681.92",51.6,0,99.26,100,
2215,397.92,"1,591.68",39.36,0,99.51,100,
2230,397.68,"1,590.72",43.44,0,99.41,100,
2245,387.6,"1,550.40",42.96,0,99.39,100,
2300,383.04,"1,532.16",41.04,0,99.43,100,
2315,374.64,"1,498.56",34.08,0,99.59,100,
2330,383.04,"1,532.16",43.2,0,99.37,100,
2345,374.4,"1,497.60",40.08,0,99.43,100,
2400,361.2,"1,444.80",33.36,0,99.58,100,
,,,,,,,
???,,,,,,(?),
