???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 23?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"49,290.24 kWh",????,"2,905.92 kW",?????,,
2115,486.72,"1,946.88",83.76,0,98.55,100,
2130,472.08,"1,888.32",75.6,0,98.74,100,
2145,452.64,"1,810.56",67.92,0,98.89,100,
2200,447.6,"1,790.40",65.04,0,98.96,100,
2215,452.88,"1,811.52",70.56,0,98.81,100,
2230,440.64,"1,762.56",67.92,0,98.83,100,
2245,439.44,"1,757.76",68.16,0,98.82,100,
2300,428.88,"1,715.52",62.16,0,98.97,100,
2315,435.12,"1,740.48",67.92,0,98.8,100,
2330,395.28,"1,581.12",49.2,0,99.23,100,
2345,384.24,"1,536.96",45.36,0,99.31,100,
2400,383.52,"1,534.08",45.6,0,99.3,100,
,,,,,,,
???,,,,,,(?),
