???????,,,,,,,
,,,,,,,
??,,,,,,2014? 12? 16?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"48,018.96 kWh",????,"2,660.16 kW",?????,,
730,523.68,"2,094.72",130.8,0,97.02,100,
745,523.2,"2,092.80",130.08,0,97.05,100,
800,562.56,"2,250.24",137.28,0,97.15,100,
815,588.48,"2,353.92",143.76,0,97.14,100,
830,613.44,"2,453.76",157.44,0,96.86,100,
845,620.16,"2,480.64",156.72,0,96.95,100,
900,628.32,"2,513.28",156.96,0,97.02,100,
915,631.68,"2,526.72",150.48,0,97.28,100,
930,641.52,"2,566.08",154.08,0,97.23,100,
945,650.16,"2,600.64",154.56,0,97.29,100,
1000,643.92,"2,575.68",150.96,0,97.36,100,
1015,639.6,"2,558.40",149.52,0,97.37,100,
1030,644.16,"2,576.64",148.32,0,97.45,100,
1045,659.28,"2,637.12",160.32,0,97.17,100,
1100,665.04,"2,660.16",163.2,0,97.12,100,
1115,659.52,"2,638.08",157.68,0,97.26,100,
1130,657.6,"2,630.40",152.16,0,97.43,100,
1145,651.6,"2,606.40",155.04,0,97.28,100,
1200,656.4,"2,625.60",165.6,0,96.96,100,
1215,649.68,"2,598.72",161.04,0,97.06,100,
1230,632.16,"2,528.64",151.68,0,97.24,100,
1245,624.48,"2,497.92",144.72,0,97.42,100,
1300,640.8,"2,563.20",155.28,0,97.19,100,
1315,643.44,"2,573.76",152.88,0,97.29,100,
1330,630.72,"2,522.88",145.2,0,97.45,100,
1345,625.2,"2,500.80",139.68,0,97.59,100,
1400,629.76,"2,519.04",140.16,0,97.61,100,
1415,648.48,"2,593.92",153.12,0,97.32,100,
1430,631.44,"2,525.76",147.84,0,97.37,100,
1445,615.6,"2,462.40",139.44,0,97.53,100,
1500,614.4,"2,457.60",138.24,0,97.56,100,
1515,608.16,"2,432.64",138.48,0,97.5,100,
1530,600.48,"2,401.92",140.4,0,97.37,100,
1545,606.48,"2,425.92",143.52,0,97.31,100,
1600,602.4,"2,409.60",138.96,0,97.44,100,
1615,606.24,"2,424.96",142.08,0,97.36,100,
1630,595.68,"2,382.72",138,0,97.42,100,
1645,594,"2,376.00",135.6,0,97.49,100,
1700,615.6,"2,462.40",142.56,0,97.42,100,
1715,618.24,"2,472.96",151.2,0,97.14,100,
1730,587.76,"2,351.04",137.52,0,97.37,100,
1745,567.84,"2,271.36",134.64,0,97.3,100,
1800,541.44,"2,165.76",131.04,0,97.19,100,
1815,526.56,"2,106.24",125.76,0,97.26,100,
1830,517.92,"2,071.68",121.2,0,97.37,100,
1845,519.36,"2,077.44",126.72,0,97.15,100,
1900,486.72,"1,946.88",113.52,0,97.39,100,
1915,480.24,"1,920.96",112.32,0,97.37,100,
1930,476.88,"1,907.52",109.68,0,97.46,100,
1945,476.88,"1,907.52",114.48,0,97.24,100,
2000,479.28,"1,917.12",121.92,0,96.91,100,
2015,462.72,"1,850.88",116.88,0,96.95,100,
2030,452.88,"1,811.52",109.44,0,97.2,100,
2045,453.36,"1,813.44",116.4,0,96.86,100,
2100,439.68,"1,758.72",111.36,0,96.94,100,
2115,429.12,"1,716.48",103.92,0,97.19,100,
2130,420,"1,680.00",99.36,0,97.31,100,
2145,413.52,"1,654.08",101.52,0,97.12,100,
2200,405.84,"1,623.36",100.32,0,97.08,100,
2215,393.36,"1,573.44",95.28,0,97.19,100,
2230,392.4,"1,569.60",98.4,0,97,100,
2245,397.68,"1,590.72",105.6,0,96.65,100,
2300,384.24,"1,536.96",96.24,0,97,100,
2315,374.64,"1,498.56",89.04,0,97.29,100,
2330,374.64,"1,498.56",89.52,0,97.26,100,
2345,379.2,"1,516.80",94.08,0,97.06,100,
2400,381.36,"1,525.44",100.32,0,96.71,100,
,,,,,,,
???,,,,,,(?),
