???????,,,,,,,
,,,,,,,
??,,,,,,2014? 09? 28?,
????,,,,,,01-35375163,
??,,,,,,***,
??,,,,,,??????????,
,,,,,,,
????,,"42,413.04 kWh",????,"2,239.68 kW",?????,,
630,365.52,"1,462.08",27.6,0,99.72,100,
645,360.72,"1,442.88",25.68,0,99.75,100,
700,366.72,"1,466.88",28.32,0,99.7,100,
715,369.6,"1,478.40",27.6,0,99.72,100,
730,376.08,"1,504.32",28.56,0,99.71,100,
745,394.32,"1,577.28",38.88,0,99.52,100,
800,394.08,"1,576.32",39.12,0,99.51,100,
815,404.64,"1,618.56",43.2,0,99.43,100,
830,415.44,"1,661.76",50.64,0,99.27,100,
845,421.44,"1,685.76",54,0,99.19,100,
900,412.32,"1,649.28",46.08,0,99.38,100,
915,425.04,"1,700.16",50.4,0,99.3,100,
930,469.68,"1,878.72",63.84,0,99.09,100,
945,470.64,"1,882.56",64.08,0,99.09,100,
1000,479.52,"1,918.08",70.56,0,98.93,100,
1015,480,"1,920.00",70.8,0,98.93,100,
1030,473.52,"1,894.08",61.92,0,99.16,100,
1045,475.68,"1,902.72",63.12,0,99.13,100,
1100,479.04,"1,916.16",65.76,0,99.07,100,
1115,486.72,"1,946.88",72.24,0,98.92,100,
1130,479.52,"1,918.08",62.88,0,99.15,100,
1145,495.36,"1,981.44",71.52,0,98.97,100,
1200,559.92,"2,239.68",116.64,0,97.9,100,
1215,559.68,"2,238.72",113.52,0,98,100,
1230,551.04,"2,204.16",108.48,0,98.12,100,
1245,542.64,"2,170.56",105.6,0,98.16,100,
1300,541.2,"2,164.80",104.16,0,98.2,100,
1315,552.24,"2,208.96",110.16,0,98.07,100,
1330,554.64,"2,218.56",105.36,0,98.24,100,
1345,555.6,"2,222.40",105.36,0,98.25,100,
1400,558.96,"2,235.84",107.76,0,98.19,100,
1415,542.88,"2,171.52",101.28,0,98.3,100,
1430,535.44,"2,141.76",96.72,0,98.41,100,
1445,537.6,"2,150.40",98.88,0,98.35,100,
1500,546.24,"2,184.96",107.04,0,98.13,100,
1515,550.8,"2,203.20",110.64,0,98.04,100,
1530,552.48,"2,209.92",106.8,0,98.18,100,
1545,557.76,"2,231.04",108.72,0,98.15,100,
1600,543.36,"2,173.44",103.68,0,98.23,100,
1615,516.96,"2,067.84",93.6,0,98.4,100,
1630,508.56,"2,034.24",89.52,0,98.49,100,
1645,512.16,"2,048.64",92.16,0,98.42,100,
1700,511.92,"2,047.68",92.88,0,98.39,100,
1715,508.32,"2,033.28",90.72,0,98.44,100,
1730,532.56,"2,130.24",105.84,0,98.08,100,
1745,520.08,"2,080.32",96.48,0,98.32,100,
1800,502.56,"2,010.24",86.88,0,98.54,100,
1815,496.8,"1,987.20",80.64,0,98.71,100,
1830,495.36,"1,981.44",81.6,0,98.67,100,
1845,491.76,"1,967.04",78.96,0,98.74,100,
1900,484.8,"1,939.20",77.28,0,98.75,100,
1915,493.44,"1,973.76",85.92,0,98.52,100,
1930,486.48,"1,945.92",83.28,0,98.57,100,
1945,471.6,"1,886.40",76.08,0,98.72,100,
2000,464.88,"1,859.52",75.6,0,98.7,100,
2015,463.68,"1,854.72",75.36,0,98.7,100,
2030,459.6,"1,838.40",73.68,0,98.74,100,
2045,461.52,"1,846.08",75.36,0,98.69,100,
2100,467.76,"1,871.04",84,0,98.43,100,
2115,471.84,"1,887.36",86.4,0,98.36,100,
2130,458.64,"1,834.56",75.6,0,98.67,100,
2145,450.48,"1,801.92",70.08,0,98.81,100,
2200,451.92,"1,807.68",72.72,0,98.73,100,
2215,455.52,"1,822.08",73.2,0,98.73,100,
2230,451.2,"1,804.80",73.2,0,98.71,100,
2245,445.68,"1,782.72",73.2,0,98.68,100,
2300,433.44,"1,733.76",70.56,0,98.7,100,
2315,445.44,"1,781.76",76.56,0,98.55,100,
2330,431.52,"1,726.08",71.04,0,98.67,100,
2345,422.16,"1,688.64",66.96,0,98.77,100,
2400,391.44,"1,565.76",53.52,0,99.08,100,
,,,,,,,
???,,,,,,(?),
