time,energy,WS,TA,HM
2130,400.32,71,-4.4,38.9
2145,381.12,24,-4.2,38.5
2200,388.32,30,-4.6,38.9
2215,380.64,9,-4.6,39.6
2230,372.24,24,-4.7,40.1
2245,368.16,25,-4.9,41.4
2300,372.72,31,-5.4,41.6
2315,368.88,36,-5.6,42.9
2330,361.2,16,-6,45
2345,364.08,13,-6.1,45.3
2400,369.36,24,-6.4,47
45,360.24,12,-6.4,47.9
100,354,17,-6.8,48.6
115,356.88,4,-6.8,48.8
130,356.16,14,-7,49.4
145,350.88,0,-7,49
200,355.92,16,-7,51.3
215,350.88,25,-7.4,52
230,366.24,21,-7.5,52.1
245,353.52,29,-7.4,52.8
300,348.24,17,-7.6,53.9
315,347.52,9,-7.7,53.4
330,351.6,11,-7.8,54.6
345,352.56,10,-8.3,56
400,364.32,5,-8.4,57.8
415,370.08,11,-9.1,60.2
430,374.64,9,-8.7,59.6
445,387.6,14,-8.5,59.4
500,391.68,10,-8.7,61.5
515,396.96,42,-8.7,61.3
530,409.44,2,-8.9,60.3
545,417.6,0,-8.9,62.2
600,422.16,8,-8.8,61.9
615,464.4,3,-8.6,61
630,471.84,9,-8.6,59.6
645,469.92,2,-8.6,60.1
700,477.84,9,-8.7,60.6
715,499.44,4,-8.5,58.1
730,528.96,10,-8.5,58.7
745,554.88,11,-8.3,58.3
800,566.16,10,-8.2,59.5
815,593.52,2,-8.2,59.6
830,615.84,4,-7.9,60.2
845,623.04,0,-8.1,61.9
900,636.24,5,-7.9,60.8
915,648.72,10,-8,61.2
930,639.36,2,-8.2,63
945,648.72,9,-8.5,63.5
1000,647.28,10,-8.9,63.9
1015,645.6,7,-9,65.7
1030,657.6,8,-9.1,66.1
1045,643.2,10,-9.2,68.5
1100,646.56,5,-9,67.2
1115,656.88,7,-9,66.2
1130,634.08,6,-9.1,66.9
1145,629.52,10,-9,67.2
1200,636,6,-8.5,66.5
1215,638.16,12,-8.4,67
1230,620.16,8,-8,65.5
1245,618.48,9,-7.7,63
1300,607.68,2,-7.9,63.4
1315,626.16,19,-7.7,62.2
1330,630.48,31,-7.8,61.8
1345,623.52,8,-8.1,62.6
1400,619.2,24,-7.9,62.9
1415,606,8,-7.9,61.6
1430,619.44,11,-8.9,66
1445,615.36,8,-8.9,66.3
1500,609.6,15,-9.2,67.9
1515,622.8,10,-9.1,68.6
1530,617.52,11,-8.4,65.8
1545,618.48,13,-8.1,64.1
1600,607.92,14,-8.1,63.9
1615,598.32,7,-8,62.9
1630,588.96,8,-7.5,60.8
1645,581.76,12,-6.4,53.9
1700,578.88,19,-5.3,48.8
1715,584.4,16,-5.1,44.7
1730,561.6,25,-4.4,44.3
1745,538.32,15,-4.3,43.2
1800,513.12,29,-3.9,42.7
1815,500.88,16,-3.8,42.2
1830,497.76,41,-3.9,42.7
1845,500.4,65,-3.6,42.3
1900,481.2,42,-3.5,42.5
1915,472.08,30,-3.3,41.9
1930,450.48,30,-3.1,40.8
1945,453.36,30,-2.7,40
2000,451.2,29,-2.2,39.7
2015,446.64,29,-2.4,38.3
2030,433.92,38,-2.3,38.2
2045,434.88,27,-1.8,37.9
2100,422.16,18,-2.1,36.2
2115,411.84,35,-2.1,35.1
2130,408.24,28,-2.3,35.1
2145,409.92,64,-1.8,34.3
2200,404.88,48,-2.1,33.8
2215,406.56,35,-1.9,33.4
2230,384,19,-1.9,33.1
2245,375.36,57,-2.2,33.9
2300,379.44,34,-2.2,34.6
2315,369.36,17,-2.6,35
2330,367.44,16,-2.7,36.5
2345,363.84,34,-3,36.8
2400,360.72,42,-3.4,37.7
45,360.72,7,-3.5,39.2
100,358.32,17,-3.5,38.8
115,359.76,24,-3.7,39.2
130,356.16,15,-4,39.1
145,357.84,14,-4.2,40.1
200,347.52,2,-4.3,40.7
215,362.4,24,-4.7,43.2
230,357.6,17,-4.5,42.5
245,356.88,12,-4.9,43.9
300,349.2,3,-4.4,43.2
315,350.88,24,-5,45.1
330,346.56,15,-5,45.5
345,348.72,6,-4.9,44.8
400,363.12,5,-5,46
415,373.92,2,-5.8,50.3
430,375.12,9,-6.1,51.2
445,392.64,20,-5.7,49.8
500,386.88,29,-5.9,51.2
515,396.96,28,-6.7,53.4
530,401.28,12,-6.3,53
545,408.72,17,-6.4,53.3
600,419.52,29,-6.5,53.6
615,456.24,8,-6.6,53.8
630,456.96,4,-7.2,56.3
645,470.16,3,-7.8,58.7
700,480,2,-8.2,62.9
715,511.68,10,-8.3,60.6
730,540.96,6,-8.4,60.6
745,548.4,1,-8.4,59.2
800,566.88,3,-8.1,60.2
815,590.16,8,-8,58
830,620.88,5,-7.9,58.8
845,621.6,5,-8.9,60.8
900,625.68,3,-8.9,62.5
915,634.8,4,-9.3,64.5
930,636.24,5,-9.3,64.6
945,634.56,4,-9.2,63.9
1000,639.84,6,-9.4,64.5
1015,639.12,0,-9.6,66.6
1030,639.6,9,-9.7,66.9
1045,648,4,-9.7,67.8
1100,645.6,7,-10,68.1
1115,634.56,1,-10.2,69.3
1130,642,2,-10.1,68.4
1145,650.88,1,-10.4,69.1
1200,643.68,2,-10.5,69.6
1215,638.16,2,-10.7,69.2
1230,622.32,5,-10.8,70
1245,626.4,7,-10.9,71.2
1300,649.68,3,-11.1,72.6
1315,640.32,4,-10.9,72.8
1330,629.76,1,-10.7,72.9
1345,628.56,0,-11,71.8
1400,632.64,7,-11,71.5
1415,627.6,10,-10.8,72.1
1430,612.96,1,-11,71.7
1445,613.68,1,-11.1,73.6
1500,626.16,4,-11.2,74.7
1515,635.76,8,-10.9,73
1530,629.28,2,-10.9,71.6
1545,629.04,0,-10.4,71.4
1600,637.92,1,-9.8,69.7
1615,614.64,2,-8.9,69.6
1630,616.08,0,-8.1,66.5
1645,613.44,4,-7.3,64.5
1700,594.96,3,-6.9,62.6
1715,593.76,3,-6.7,60
1730,584.88,23,-6.3,59.2
1745,550.8,16,-5.7,58.6
1800,534.48,7,-5.2,56.6
1815,513.84,3,-4.8,55
1830,482.16,4,-4.3,53.1
1845,473.52,17,-4,51.1
1900,481.92,10,-3.6,50.5
1915,485.52,2,-3.6,49.2
1930,466.32,9,-2.8,47
1945,450.24,15,-3.2,46.4
2000,457.2,5,-2.1,46.1
2015,439.44,18,-1.8,45.8
2030,443.52,7,-1.5,45.9
2045,430.08,10,-1.2,44.9
2100,417.6,12,-0.8,45.3
2115,403.44,23,-0.3,44.6
2130,403.92,14,0.1,44.1
2145,406.08,17,0.3,45.2
2200,403.2,12,0.5,46.3
2215,397.68,20,0.5,45.4
2230,394.32,7,0.7,47.2
2245,389.52,13,0.8,48.7
2300,384.24,15,1.2,49.4
2315,385.92,7,1.3,51.4
2330,392.64,4,1.2,51.2
2345,385.44,26,1.4,53.4
2400,375.36,15,1.3,54.9
45,363.84,14,1.2,55.7
100,367.2,12,1,57.3
115,373.92,7,1.1,59.7
130,364.08,8,0.7,61.2
145,362.88,7,0.6,62.8
200,357.36,5,0.3,65.4
215,355.68,4,0.6,67.5
230,359.52,12,0.7,69.2
245,363.12,5,0.7,70.6
300,355.44,11,0.6,70.1
315,349.92,14,0.8,70.6
330,356.4,16,1,70.4
345,356.64,14,1.1,69.8
400,357.12,17,1.2,70.2
415,384,19,1.3,69.9
430,388.56,25,1.3,70.6
445,380.16,18,1.3,71.4
500,386.64,32,1.2,72.2
515,394.56,32,1.1,73.3
530,413.04,13,1.2,73.9
545,422.4,17,1.1,75.2
600,444.72,9,1.1,75.7
615,455.52,8,1.2,75.9
630,471.84,14,1.2,75.4
645,493.68,9,1.1,74.4
700,498.48,1,1,73.5
715,513.36,0,0.8,73.6
730,544.56,0,0.7,73.8
745,566.16,3,0.7,75.2
800,588,2,0.3,76.5
815,603.6,1,0.3,77.2
830,613.68,2,0.6,75.4
845,620.4,0,0.6,74.8
900,649.68,5,0.7,73.3
915,656.64,1,0.5,74.2
930,643.2,10,0.7,74.1
945,663.36,14,0.5,73.8
1000,650.88,16,0.5,70.8
1015,657.84,7,0.4,71.2
1030,657.84,8,0.4,70.5
1045,663.36,18,0.3,71.6
1100,678.96,16,0.3,71.4
1115,670.56,7,0.3,71.6
1130,687.84,1,0.3,71.8
1145,680.88,10,0.3,70.7
1200,662.4,9,0.2,71.4
1215,666,5,0.2,71.2
1230,648.72,1,0,72.9
1245,651.12,0,0,72
1300,646.56,10,0.1,71
1315,637.44,10,0.1,70.4
1330,655.68,5,0.1,71.2
1345,642.24,5,0.2,70.7
1400,654.72,0,0.1,70.2
1415,664.32,16,0.1,70.5
1430,654.24,4,0.2,71
1445,633.12,2,0.1,71.7
1500,633.84,2,0,73.4
1515,636.48,6,-0.1,73.8
1530,636.24,1,0.2,73.2
1545,618.72,3,0.2,73.4
1600,619.44,0,0.3,72.3
1615,618.72,8,0.3,72
1630,615.12,7,0.3,73.1
1645,605.28,0,0.3,73.4
1700,594.96,0,0.5,72.3
1715,606.96,1,0.6,72.2
1730,582.48,4,0.8,71.6
1745,558.48,6,1,71.3
1800,536.16,9,1.1,71.1
1815,520.56,6,1.3,70.9
1830,495.12,5,1.5,71
1845,486.96,6,1.7,71
1900,476.4,10,1.7,71.3
1915,486.72,9,1.8,71.4
1930,476.64,1,2.1,71.1
1945,464.64,2,2.4,70.9
2000,459.6,6,2.4,71.6
2015,449.76,0,2.7,71.9
2030,459.84,5,2.8,71.3
2045,442.56,6,3.2,70.8
2100,435.36,7,3.1,71.2
2115,424.8,1,3.9,70.9
2130,427.92,15,3.6,70.9
2145,423.6,10,4.4,71.3
2200,423.6,9,4.9,68.8
2215,420.24,9,5.2,67.9
2230,410.16,9,5.8,65.6
2245,402,12,6.1,64.7
2300,391.92,6,6,64.7
2315,384.48,12,6.3,65.3
2330,384.24,8,6.3,65.5
2345,383.28,5,6.3,66.2
2400,378.48,1,6.2,66.4
45,368.16,2,6.2,67.5
100,375.36,5,5.9,68.6
115,375.84,9,5.6,69
130,383.28,1,4.8,71
145,371.52,4,3.6,75
200,360.96,1,3.1,78.2
215,367.44,0,2.5,80.2
230,365.76,3,2.6,81.2
245,374.4,5,2,82.3
300,365.76,2,1.6,83.7
315,362.88,1,1.1,85.6
330,365.04,0,1.3,87.3
345,364.56,0,1,87.9
400,365.76,3,0.8,89.1
415,381.36,0,0.3,89.5
430,386.88,9,0.3,90.7
445,399.84,2,0.1,92.2
500,406.8,4,0.2,92.6
515,411.6,2,-0.1,92.9
530,423.84,1,-0.3,93.6
545,438.24,1,-0.4,94.1
600,455.28,4,-0.4,94.7
615,481.44,2,-0.9,95.1
630,502.56,4,-1.1,95.6
645,503.76,7,-1.3,95.9
700,523.92,4,-1.3,96.6
715,529.92,3,-1.6,96.8
730,559.92,2,-1.3,97.2
745,580.8,2,-1.5,97.4
800,591.6,7,-1.4,97.7
815,623.52,4,-1.7,97.9
830,643.92,3,-1.9,98.1
845,643.44,6,-1.4,98.4
900,648.24,0,-1.5,98.4
915,659.76,7,-1.9,98.3
930,655.68,5,-1.7,98.7
945,675.84,4,-2,98.5
1000,679.2,0,-2.2,98.5
1015,663.6,0,-2.2,98.6
1030,664.08,6,-2.1,98.8
1045,669.12,1,-2.4,98.8
1100,685.68,3,-2.4,98.8
1115,686.16,0,-2.3,98.9
1130,685.68,4,-2.3,98.9
1145,667.68,0,-2.5,98.9
1200,660.96,5,-2.8,98.7
1215,660,1,-2.5,98.9
1230,654.24,2,-2.8,98.8
1245,664.32,4,-2.8,98.9
1300,666.72,3,-2.6,99
1315,646.32,6,-2.7,98.9
1330,652.56,0,-2.5,99
1345,644.64,0,-2.5,99
1400,651.84,0,-2.6,99
1415,654.72,5,-2.7,98.9
1430,652.32,1,-2.7,98.9
1445,632.64,0,-2.6,99
1500,637.92,3,-2.9,99
1515,649.92,1,-2.9,99
1530,633.12,5,-2.8,99.1
1545,634.32,0,-2.6,99.1
1600,615.84,5,-2.7,99.2
1615,610.8,0,-2.5,99.3
1630,617.04,4,-2.7,99.1
1645,613.68,0,-2.3,99.2
1700,616.32,3,-2.1,99.2
1715,601.44,6,-0.8,99.4
1730,596.88,11,0,99.4
1745,561.12,7,0.5,99
1800,538.8,2,0.4,98.6
1815,506.88,3,0.7,98.3
1830,499.44,1,1.2,97.5
1845,497.28,0,1.7,96.3
1900,480,4,2.2,93.8
1915,481.68,8,3,89.2
1930,475.2,6,3.4,79.5
1945,475.44,3,4,76.3
2000,467.52,6,4.6,72.5
2015,454.56,10,5,71.5
2030,450.24,13,5.3,69
2045,453.84,23,5.4,66.5
2100,443.52,19,5.5,65.4
2115,427.68,15,5.4,65.9
2130,411.84,12,5.5,66.1
2145,418.32,12,5.5,65.7
2200,416.88,17,5.9,64
2215,404.4,24,6.3,63.1
2230,408.48,10,6.8,61.8
2245,412.56,6,6.8,61.1
2300,392.16,5,6.9,60.1
2315,389.28,7,6.9,60
2330,383.52,4,7.2,59.1
2345,375.84,2,7.3,58.4
2400,372.24,3,7.3,58.6
45,371.28,1,7.3,58.2
100,366,5,7.4,57.8
115,364.8,3,7.4,57.7
130,370.8,-999,-99.9,-99.9
145,362.4,8,6.9,61.1
200,364.56,17,6.6,62
215,367.68,5,6.3,63.2
230,355.44,3,5.9,64.3
245,361.2,0,5.5,66.4
300,372.24,0,5.2,67.3
315,367.92,5,5.4,66.4
330,360.24,3,5,67.7
345,357.36,2,5.1,67.4
400,362.4,7,4.9,68.8
415,363.12,6,4.8,69.9
430,380.64,2,4.9,69.1
445,385.68,8,4.3,70.8
500,390.96,3,4.4,70.9
515,418.32,5,5.2,68.7
530,428.88,9,5.3,68.1
545,424.32,4,4.8,74.2
600,435.12,10,4.4,77.6
615,459.84,3,4.5,78.7
630,473.52,19,5,77.5
645,498.96,13,4.6,79.9
700,508.32,3,4.6,80
715,516,18,4.5,81.2
730,522.48,20,4.5,81.4
745,560.88,12,4.4,81.2
800,570.24,2,4.2,82.1
815,605.28,16,3.9,85.3
830,621.84,7,3.8,87.1
845,626.64,3,3.7,89.4
900,639.84,10,3.5,90.6
915,633.84,2,3.3,91.9
930,633.12,16,3.1,93.2
945,644.16,3,2.9,94.4
1000,654.48,8,2.7,95.6
1015,645.36,16,2.4,96.5
1030,654,12,2.2,96.9
1045,645.36,5,2,97.4
1100,656.88,8,1.9,97.6
1115,660.96,4,1.9,98
1130,648.96,3,1.9,98.2
1145,634.8,4,1.8,98.4
1200,624.96,14,2,98.7
1215,633.84,6,2,98
1230,638.64,19,2,97.6
1245,627.12,23,1.9,96.8
1300,621.36,16,1.7,96.2
1315,621.12,49,1.4,96.2
1330,622.32,17,1.4,95.9
1345,621.12,17,1.4,95.3
1400,626.4,13,1.3,94.6
1415,616.32,19,1.3,93.6
1430,632.4,21,1.1,91.7
1445,622.32,13,0.8,90
1500,621.6,47,0.4,88.9
1515,600.48,30,0,88.8
1530,594,15,-0.5,87.1
1545,597.84,22,-1,85.2
1600,598.56,13,-1.3,83.5
1615,580.8,9,-1.6,81.9
1630,582.96,13,-2,80.1
1645,578.64,22,-2.4,79
1700,582,20,-2.8,77.8
1715,582.24,13,-3.1,75.8
1730,576.48,48,-3.3,74.1
1745,535.2,13,-3.2,70.3
1800,518.88,8,-3.2,66.8
1815,505.2,2,-3.4,62.2
1830,488.4,19,-2.9,59.3
1845,484.32,24,-2.9,56.8
1900,475.44,28,-2.6,56.3
1915,456,2,-2.9,53.9
1930,461.76,6,-2.2,52
1945,450.96,41,-1.9,50.8
2000,446.88,40,-1.7,49.5
2015,434.64,14,-1.8,47.5
2030,426,31,-2.1,45.9
2045,428.88,31,-1.8,45.5
2100,418.08,40,-1.6,44.3
2115,408.96,28,-1.6,41.6
2130,400.56,40,-1.3,40.1
2145,421.92,25,-0.9,40.6
2200,404.4,22,-1.2,38.8
2215,390.96,21,-0.8,39.6
2230,380.64,48,-1,37.9
2245,380.4,35,-0.9,37.7
2300,373.68,21,-1.2,35.2
2315,371.28,10,-0.8,35.7
2330,373.68,55,-1,35.3
2345,363.36,23,-1,34.6
2400,363.84,52,-0.8,34.1
45,362.88,46,-1,34.2
100,359.52,36,-1.2,34.1
115,356.4,43,-1.1,33.5
130,363.12,34,-1.5,33.3
145,365.76,4,-1.6,33.6
200,351.12,13,-1.9,33.5
215,353.52,11,-2.5,34
230,357.36,44,-3,34.8
245,355.44,29,-3.1,35.4
300,361.68,14,-3.5,33.9
315,352.8,31,-3.9,36.1
330,358.08,19,-4.2,38.4
345,362.16,18,-4.5,38.8
400,356.88,16,-4.4,38.5
415,362.64,1,-4.6,38.7
430,363.36,15,-5,39.6
445,366,14,-5.1,40.8
500,374.88,25,-5.4,42.8
515,378.48,20,-5.6,44.5
530,388.8,13,-5.5,39.8
545,399.84,10,-5.6,40.3
600,414.48,13,-5.7,39.4
615,438.96,1,-5.9,40.8
630,452.4,3,-6,41
645,465.84,15,-6.2,43.3
700,458.16,9,-6.4,44.7
715,457.2,38,-6.1,38
730,500.4,19,-6.2,38
745,493.44,15,-6.2,38.5
800,510,18,-6.2,38.3
815,507.6,30,-6.2,38.6
830,521.76,34,-6.2,38.4
845,544.08,6,-6.3,38.9
900,550.08,25,-6.5,39.9
915,546.48,1,-6.4,40.9
930,549.84,4,-6.5,40.4
945,550.32,16,-6.4,40
1000,561.12,49,-6.3,40
1015,565.2,23,-6.5,40.4
1030,564.72,32,-6.1,36.6
1045,573.6,28,-6.2,37.3
1100,567.84,0,-6.3,38.7
1115,561.84,10,-6.2,37.1
1130,563.52,7,-6.7,41.3
1145,563.52,8,-7.1,46.5
1200,548.4,5,-6.8,41.9
1215,536.64,13,-6.6,38.1
1230,527.04,13,-6.4,35.6
1245,497.76,12,-6.5,33.8
1300,483.84,16,-6.7,35.1
1315,487.92,7,-6.9,37.3
1330,486.48,9,-7.1,38.4
1345,491.28,19,-7.7,42.3
1400,474.96,13,-7.2,38.1
1415,470.4,15,-7,36.1
1430,468,12,-7.5,39
1445,474.48,27,-7.4,40.1
1500,468.72,26,-7.7,43.5
1515,467.28,9,-7.7,42.3
1530,460.32,9,-7.7,41.9
1545,450.48,5,-7.8,42
1600,449.28,14,-7.8,41.6
1615,449.28,22,-8,42.9
1630,456.24,8,-8.5,46.3
1645,448.32,32,-8,43.2
1700,464.16,20,-8.4,44.1
1715,462.48,18,-8.5,43.4
1730,443.52,17,-7.7,38.4
1745,444.48,16,-7.6,40
1800,453.84,9,-7.3,38.5
1815,451.92,7,-6.9,38.1
1830,441.36,19,-6.7,36.4
1845,434.16,18,-6.4,35.9
1900,426.72,6,-6.2,34.7
1915,414.72,28,-5.7,33.8
1930,424.08,15,-5.5,35.5
1945,416.88,6,-5.5,33.1
2000,405.84,3,-4.8,32.3
2015,405.6,24,-4.6,32.2
2030,411.36,21,-4.6,31.2
2045,408.24,22,-4.3,31.1
2100,400.32,22,-3.9,30.7
2115,399.6,22,-3.6,30.8
2130,395.52,18,-3.5,30.6
2145,381.84,14,-2.9,30.9
2200,377.28,11,-3,29.8
2215,379.2,6,-3.2,29.8
2230,374.4,9,-3.2,29.6
2245,366.96,12,-2.1,29.4
2300,361.68,18,-2.2,28.3
2315,361.2,6,-1.9,27.9
2330,361.2,9,-1.5,28.6
2345,360.72,16,-1.5,28.5
2400,355.44,20,-1.5,28.4
45,352.08,22,-1.4,28.4
100,344.64,28,-1.2,29
115,357.12,9,-1,29
130,353.04,22,-1.1,28.9
145,354.96,13,-1.1,28.9
200,345.6,15,-1.2,29.5
215,355.68,6,-1.5,29.8
230,351.6,11,-1.8,29.7
245,348.24,9,-2,30.9
300,345.84,16,-2.5,31.4
315,347.52,4,-2.8,33.2
330,344.4,17,-3.1,35.4
345,346.32,23,-3.2,34.8
400,344.4,9,-3.3,35.8
415,357.36,13,-3.4,35.6
430,343.92,4,-4,41.9
445,343.68,10,-4.6,42
500,349.44,11,-4.2,39
515,357.84,11,-4.3,37.9
530,363.84,11,-4.6,40.8
545,366.24,12,-4.8,41.1
600,366.72,6,-4.8,40.3
615,384.24,4,-5.2,42.1
630,382.56,3,-5.5,44.7
645,384.96,6,-5.5,45.8
700,400.56,4,-5.7,44.5
715,402,14,-5.6,46.8
730,416.88,6,-5.4,43.5
745,414.72,8,-5.4,42.4
800,426.48,8,-5.9,43.8
815,431.28,1,-6.6,49.1
830,427.92,0,-6.5,49.8
845,434.64,0,-6.7,47.2
900,437.28,11,-6.7,46.5
915,457.92,4,-7.1,49
930,448.32,4,-7.4,50.1
945,435.84,0,-7.5,52.5
1000,443.04,5,-7.7,53.1
1015,435.6,0,-7.7,55.4
1030,444.24,0,-8,56.2
1045,450.24,2,-7.8,54.5
1100,458.88,5,-8.3,58.5
1115,460.08,4,-8.5,57.7
1130,447.84,0,-8.2,57.1
1145,450.72,1,-7.8,57.7
1200,446.4,6,-8.4,58.7
1215,440.16,0,-7.5,55.8
1230,435.12,3,-8.3,59.2
1245,447.84,0,-8.7,60.8
1300,444.48,2,-9,59.8
1315,436.32,4,-9.3,60.2
1330,431.28,6,-9.5,61.1
1345,444,3,-9.6,63.2
1400,443.28,5,-9.6,63.9
1415,461.76,0,-9.5,63.3
1430,440.4,0,-9.5,63.8
1445,429.12,3,-9.8,63.3
1500,420.48,9,-10.1,65.3
1515,431.04,1,-9.9,64.4
1530,417.36,0,-10,64.4
1545,417.6,7,-10.2,65
1600,428.16,4,-10.5,66.8
1615,415.68,3,-10.6,68.5
1630,421.44,2,-10.6,68.5
1645,424.08,3,-11,67.4
1700,432,0,-10.8,68
1715,421.44,1,-11,69.1
1730,426.72,0,-10.7,69.6
1745,446.16,6,-11.1,69.9
1800,423.36,0,-10.7,70.3
1815,426.48,2,-10.8,70
1830,419.04,14,-10,69
1845,415.44,8,-9.4,65.4
1900,424.08,3,-8.6,62.4
1915,429.12,13,-8.3,60.5
1930,419.52,13,-7.8,59.6
1945,409.44,7,-7.4,57.1
2000,415.44,11,-6.7,53.8
2015,406.8,8,-6.3,52.9
2030,414.72,17,-5.8,51
2045,414.72,34,-5.5,48.2
2100,399.6,12,-4.8,44.2
2115,407.28,21,-4.3,42.4
2130,401.52,7,-4.1,42.4
2145,394.56,6,-4.2,41
2200,395.52,12,-3.8,39.7
2215,380.16,11,-3.3,39.2
2230,378.72,6,-2.5,39.1
2245,378.72,11,-2.5,38.3
2300,364.32,13,-2.1,37.4
2315,363.36,17,-1.7,37
2330,370.32,5,-1.6,37.2
2345,363.6,14,-1.2,35.8
2400,361.92,8,-1.4,35.3
45,371.52,22,-1,34.3
100,355.2,8,-0.5,33.9
115,353.76,16,-0.6,33.4
130,353.76,24,-0.7,32.5
145,345.36,21,-1,33.3
200,348.48,43,-0.9,32.8
215,351.6,33,-1.1,32.4
230,355.68,23,-1.3,32.5
245,359.04,-999,-99.9,-99.9
300,359.52,18,-1.2,32
315,352.32,25,-1.5,33.8
330,350.4,26,-2.1,35.1
345,349.44,12,-2.3,36.9
400,358.32,22,-2.4,40.2
415,370.8,10,-2.4,42.2
430,377.28,7,-2.6,44.5
445,379.2,3,-2.7,46.1
500,386.16,18,-3.3,47.8
515,409.68,7,-3.4,50.1
530,408,10,-3.8,49.5
545,420.72,12,-4.1,53.1
600,442.08,10,-3.9,52.9
615,447.84,12,-3.8,53.4
630,469.68,19,-3.8,53.3
645,492.48,10,-3.5,52.7
700,511.92,4,-4.4,56.5
715,519.36,7,-4.7,58.5
730,531.36,5,-5,59.1
745,559.44,1,-5.1,61.1
800,580.8,0,-4.9,61.7
815,594.72,3,-5.4,63.1
830,610.32,1,-5.6,62.9
845,642.24,4,-5.8,64.7
900,649.44,2,-5.9,64.1
915,648,1,-6.1,65.5
930,650.88,1,-6.4,66
945,664.8,0,-6.3,68.2
1000,681.12,5,-6.3,68.5
1015,643.2,8,-6.6,67.8
1030,644.16,1,-6.8,70.1
1045,658.32,1,-7,70.7
1100,683.52,5,-7.1,71.3
1115,666.96,0,-7,72.7
1130,658.56,3,-6.9,72.8
1145,657.84,7,-7.1,72.7
1200,649.92,3,-7.1,73.3
1215,655.44,2,-7.2,75.3
1230,643.44,5,-7.2,75.8
1245,656.16,2,-7.4,77.7
1300,649.92,0,-7.7,78.5
1315,662.16,5,-7.7,78
1330,651.12,2,-7.8,78.8
1345,640.8,4,-8,78.4
1400,636,2,-7.9,78.8
1415,639.36,5,-7.9,79.1
1430,642.96,0,-8.2,79.7
1445,627.12,0,-8.5,80.2
1500,622.08,2,-8.5,80.5
1515,638.4,1,-8.5,80.5
1530,644.64,3,-8.6,80.9
1545,623.76,3,-8.7,80.9
1600,616.56,1,-8.8,81.3
1615,612.72,0,-8.9,81.8
1630,606.96,4,-9.2,81.9
1645,618.72,0,-8.9,82.1
1700,611.04,4,-9.3,81.9
1715,588.72,0,-9.5,82.5
1730,582.48,6,-9.6,82.4
1745,557.04,0,-9.5,82.9
1800,546,2,-9.4,83.3
1815,547.92,6,-9.7,83.1
1830,509.28,0,-9.6,83.3
1845,500.64,1,-9.1,83.4
1900,494.88,3,-8.7,82.4
1915,482.64,4,-7.8,79.1
1930,479.76,16,-7.1,75.4
1945,491.76,5,-6.4,72
2000,486.48,3,-6,70.1
2015,464.16,4,-5.1,67
2030,460.8,4,-4.5,64.7
2045,442.08,4,-3.8,61.7
2100,442.32,5,-3.3,60.7
2115,430.08,6,-2.9,59.9
2130,439.44,4,-2.4,57.5
2145,429.6,3,-1.9,56.4
2200,412.32,17,-1.5,55.1
2215,411.36,3,-1.7,55
2230,399.6,5,-0.5,53.1
2245,400.08,27,-0.1,51.7
2300,407.76,20,0.5,50.4
2315,381.84,6,1.1,50.8
2330,386.64,20,1.9,49.3
2345,381.12,24,2,49.4
2400,368.4,13,2,51
45,363.84,14,1.8,51.4
100,372,17,2.3,49.7
115,366,4,2.4,49.4
130,362.88,19,2.5,50.9
145,357.6,8,2.4,50.6
200,363.12,19,2.4,50.8
215,358.32,19,2.7,50
230,359.28,16,2.5,48.8
245,361.2,22,2.6,48.2
300,356.64,10,2.3,48.3
315,371.04,2,2.4,46.4
330,364.56,27,2.1,45.9
345,363.84,6,1.7,48.4
400,363.6,4,1.5,50.5
415,373.68,6,1.3,54.2
430,380.88,2,0.3,56.6
445,383.04,2,-0.6,60.8
500,389.52,7,0.3,61.6
515,396,7,-0.2,66.2
530,419.28,8,-0.7,68
545,420.96,10,-0.4,69
600,418.56,5,-0.3,69.6
615,440.64,4,-0.9,72.2
630,452.4,2,-1.1,73.4
645,487.2,7,-0.6,72.2
700,513.6,2,-1.6,75
715,516.96,2,-1.6,77
730,543.12,13,-0.3,75.5
745,560.16,6,-0.4,76
800,580.32,6,-2.2,79.9
815,592.32,9,-1.3,83.3
830,619.2,3,-1.7,81.6
845,629.52,15,-0.9,83.3
900,636,13,-0.9,77
915,644.64,4,-1,71.5
930,635.04,6,-1.8,71.2
945,646.08,7,-1.2,58.3
1000,649.92,23,-1.4,54.5
1015,658.32,1,-1.4,56
1030,657.6,12,-1.4,43.5
1045,635.04,11,-2.3,49.2
1100,656.16,10,-2.4,53.9
1115,666.96,8,-2.9,53.3
1130,657.84,1,-3.4,52
1145,653.76,3,-3.1,52.1
1200,643.2,4,-3.5,51.4
1215,637.68,10,-3.8,51.3
1230,650.16,6,-3,45.5
1245,645.12,21,-2.5,42.1
1300,623.52,8,-2.7,42.7
1315,632.4,14,-2.4,41.4
1330,642,4,-3.3,46.1
1345,641.28,4,-4,51.8
1400,643.44,1,-4.3,51.9
1415,627.36,4,-4.3,53.6
1430,633.12,9,-5,59.1
1445,629.76,0,-4.9,56.8
1500,642,0,-4.8,57.1
1515,636.72,0,-5.8,60.5
1530,624,2,-5.8,61.7
1545,605.52,0,-6,60.8
1600,620.16,11,-6.3,62
1615,606.72,1,-6.2,64.7
1630,588,2,-6.6,65.3
1645,580.08,2,-6.7,64
1700,572.64,0,-6.5,64.8
1715,571.44,1,-6.8,66.8
